folds:,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
MedicalImages,0.7828947368421053,0.7907894736842105,0.8092105263157895,0.7855263157894737,0.7881578947368421,0.7973684210526316,0.7776315789473685,0.7802631578947369,0.775,0.7934210526315789,0.7934210526315789,0.8026315789473685,0.7486842105263158,0.7657894736842106,0.7842105263157895,0.775,0.7723684210526316,0.8013157894736842,0.7973684210526316,0.7921052631578948,0.7947368421052632,0.7973684210526316,0.7881578947368421,0.7802631578947369,0.7763157894736842,0.8144736842105263,0.7881578947368421,0.7776315789473685,0.7671052631578947,0.8144736842105263
MiddlePhalanxOutlineAgeGroup,0.5974025974025974,0.6948051948051948,0.6883116883116883,0.7012987012987013,0.6948051948051948,0.7077922077922078,0.7077922077922078,0.7142857142857143,0.6363636363636364,0.6038961038961039,0.6883116883116883,0.6688311688311688,0.7467532467532467,0.6168831168831169,0.6753246753246753,0.6688311688311688,0.6623376623376623,0.6688311688311688,0.6688311688311688,0.7012987012987013,0.6688311688311688,0.7142857142857143,0.7142857142857143,0.6493506493506493,0.6883116883116883,0.6948051948051948,0.6688311688311688,0.7142857142857143,0.7272727272727273,0.7077922077922078
MiddlePhalanxOutlineCorrect,0.8556701030927835,0.8144329896907216,0.852233676975945,0.8281786941580757,0.8350515463917526,0.8006872852233677,0.8281786941580757,0.8419243986254296,0.8144329896907216,0.8109965635738832,0.8213058419243986,0.8247422680412371,0.845360824742268,0.8247422680412371,0.7938144329896907,0.8281786941580757,0.8281786941580757,0.8487972508591065,0.8213058419243986,0.8350515463917526,0.8213058419243986,0.8591065292096219,0.8350515463917526,0.8006872852233677,0.8213058419243986,0.8075601374570447,0.8247422680412371,0.8144329896907216,0.7938144329896907,0.8041237113402062
MiddlePhalanxTW,0.5324675324675324,0.577922077922078,0.5974025974025974,0.5844155844155844,0.5,0.5974025974025974,0.5974025974025974,0.5844155844155844,0.5,0.5454545454545454,0.5584415584415584,0.564935064935065,0.577922077922078,0.5584415584415584,0.5844155844155844,0.564935064935065,0.5584415584415584,0.577922077922078,0.525974025974026,0.6233766233766234,0.5844155844155844,0.5584415584415584,0.5454545454545454,0.5324675324675324,0.564935064935065,0.5974025974025974,0.5584415584415584,0.5974025974025974,0.551948051948052,0.564935064935065
MixedShapesRegularTrain,0.9694845360824742,0.977319587628866,0.9740206185567011,0.9711340206185567,0.9657731958762886,0.9690721649484536,0.968659793814433,0.9727835051546392,0.9723711340206186,0.9678350515463917,0.9711340206185567,0.9674226804123711,0.9764948453608248,0.9752577319587629,0.9698969072164948,0.979381443298969,0.9707216494845361,0.9797938144329897,0.9690721649484536,0.9711340206185567,0.9769072164948454,0.9715463917525773,0.9731958762886598,0.9707216494845361,0.9678350515463917,0.9715463917525773,0.9707216494845361,0.979381443298969,0.9777319587628865,0.9781443298969072
MixedShapesSmallTrain,0.9381443298969072,0.9298969072164949,0.9241237113402062,0.9501030927835051,0.9311340206185567,0.9554639175257732,0.9529896907216495,0.9558762886597938,0.9492783505154639,0.9331958762886597,0.9488659793814433,0.9422680412371134,0.9435051546391753,0.9204123711340206,0.9208247422680412,0.9377319587628866,0.9249484536082474,0.931958762886598,0.9472164948453609,0.9468041237113402,0.9534020618556701,0.9505154639175257,0.9278350515463918,0.9397938144329897,0.9356701030927835,0.9422680412371134,0.9468041237113402,0.9307216494845361,0.9505154639175257,0.942680412371134
MoteStrain,0.9249201277955271,0.9049520766773163,0.9313099041533547,0.9201277955271565,0.9560702875399361,0.8578274760383386,0.9424920127795527,0.9432907348242812,0.9233226837060703,0.9400958466453674,0.9289137380191693,0.9544728434504792,0.9440894568690096,0.9321086261980831,0.9488817891373802,0.9480830670926518,0.8977635782747604,0.9289137380191693,0.9432907348242812,0.9472843450479234,0.9384984025559105,0.9265175718849841,0.9544728434504792,0.9369009584664537,0.9432907348242812,0.9273162939297125,0.9456869009584664,0.9488817891373802,0.9305111821086262,0.9289137380191693
OSULeaf,0.871900826446281,0.8925619834710744,0.8801652892561983,0.8925619834710744,0.9049586776859504,0.8512396694214877,0.8884297520661157,0.8925619834710744,0.8801652892561983,0.8925619834710744,0.871900826446281,0.871900826446281,0.871900826446281,0.8760330578512396,0.8884297520661157,0.8801652892561983,0.8677685950413223,0.859504132231405,0.871900826446281,0.8966942148760331,0.9049586776859504,0.9090909090909091,0.8966942148760331,0.8842975206611571,0.8966942148760331,0.871900826446281,0.8636363636363636,0.8884297520661157,0.8842975206611571,0.8842975206611571
OliveOil,0.9,0.9,0.8333333333333334,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.9,0.8666666666666667,0.8666666666666667,0.9,0.9333333333333333,0.9333333333333333,0.9,0.9,0.9333333333333333,0.9333333333333333,0.8666666666666667,0.9666666666666667,0.9,0.8666666666666667,0.7666666666666667,0.9333333333333333,1.0,0.9,0.8666666666666667,0.9,0.9,0.9666666666666667
PhalangesOutlinesCorrect,0.8298368298368298,0.7972027972027972,0.831002331002331,0.8321678321678322,0.8181818181818182,0.8531468531468531,0.8111888111888111,0.8298368298368298,0.8228438228438228,0.8496503496503497,0.8286713286713286,0.8228438228438228,0.8496503496503497,0.837995337995338,0.831002331002331,0.8414918414918415,0.8286713286713286,0.831002331002331,0.8146853146853147,0.8193473193473193,0.8263403263403264,0.8275058275058275,0.824009324009324,0.8321678321678322,0.817016317016317,0.8333333333333334,0.8298368298368298,0.8368298368298368,0.8426573426573427,0.8263403263403264
Phoneme,0.33544303797468356,0.350210970464135,0.3206751054852321,0.3222573839662447,0.31276371308016876,0.3370253164556962,0.3359704641350211,0.34124472573839665,0.3491561181434599,0.3449367088607595,0.3180379746835443,0.33544303797468356,0.339662447257384,0.3370253164556962,0.34282700421940926,0.3507383966244726,0.350210970464135,0.34810126582278483,0.3470464135021097,0.3338607594936709,0.3275316455696203,0.34757383966244726,0.3391350210970464,0.32331223628691985,0.35337552742616035,0.3222573839662447,0.3470464135021097,0.36550632911392406,0.3212025316455696,0.35654008438818563
PigAirwayPressure,0.2403846153846154,0.23076923076923078,0.21153846153846154,0.21153846153846154,0.22115384615384615,0.21634615384615385,0.24519230769230768,0.19230769230769232,0.22115384615384615,0.23076923076923078,0.21634615384615385,0.24519230769230768,0.23076923076923078,0.23076923076923078,0.18269230769230768,0.22115384615384615,0.20192307692307693,0.25,0.20192307692307693,0.20673076923076922,0.19230769230769232,0.23557692307692307,0.19230769230769232,0.2403846153846154,0.20673076923076922,0.24519230769230768,0.21634615384615385,0.21634615384615385,0.20192307692307693,0.22115384615384615
PigArtPressure,0.9278846153846154,0.9134615384615384,0.9086538461538461,0.9230769230769231,0.8942307692307693,0.9326923076923077,0.8942307692307693,0.9230769230769231,0.9134615384615384,0.9326923076923077,0.8990384615384616,0.9182692307692307,0.9182692307692307,0.8990384615384616,0.8942307692307693,0.9182692307692307,0.9086538461538461,0.9230769230769231,0.9134615384615384,0.9423076923076923,0.8990384615384616,0.9230769230769231,0.9278846153846154,0.9375,0.9423076923076923,0.8990384615384616,0.9423076923076923,0.8894230769230769,0.9278846153846154,0.9423076923076923
PigCVP,0.5817307692307693,0.5240384615384616,0.5865384615384616,0.625,0.6105769230769231,0.5240384615384616,0.5721153846153846,0.5769230769230769,0.625,0.5673076923076923,0.5144230769230769,0.6105769230769231,0.5769230769230769,0.5769230769230769,0.4807692307692308,0.4855769230769231,0.5769230769230769,0.5817307692307693,0.5336538461538461,0.5240384615384616,0.5576923076923077,0.6298076923076923,0.5384615384615384,0.5913461538461539,0.6201923076923077,0.5961538461538461,0.5528846153846154,0.5288461538461539,0.5336538461538461,0.625
Plane,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PowerCons,0.9888888888888889,0.9888888888888889,0.9944444444444445,0.9722222222222222,0.9944444444444445,0.9944444444444445,0.9888888888888889,0.9888888888888889,0.9833333333333333,0.9555555555555556,0.9555555555555556,0.9611111111111111,0.9833333333333333,0.9722222222222222,0.9944444444444445,0.9666666666666667,0.9833333333333333,0.9777777777777777,0.9666666666666667,0.9944444444444445,0.9833333333333333,1.0,0.9944444444444445,0.9777777777777777,1.0,0.9833333333333333,1.0,0.9666666666666667,0.9888888888888889,0.9722222222222222
ProximalPhalanxOutlineAgeGroup,0.848780487804878,0.8731707317073171,0.8195121951219512,0.8341463414634146,0.8634146341463415,0.8634146341463415,0.8926829268292683,0.8048780487804879,0.8146341463414634,0.824390243902439,0.8731707317073171,0.8634146341463415,0.8634146341463415,0.8195121951219512,0.8682926829268293,0.8390243902439024,0.8634146341463415,0.8097560975609757,0.848780487804878,0.8975609756097561,0.8634146341463415,0.8292682926829268,0.848780487804878,0.8195121951219512,0.8829268292682927,0.8536585365853658,0.8048780487804879,0.8682926829268293,0.8195121951219512,0.8585365853658536
ProximalPhalanxOutlineCorrect,0.8797250859106529,0.8762886597938144,0.8694158075601375,0.8797250859106529,0.8797250859106529,0.8934707903780069,0.845360824742268,0.8694158075601375,0.8900343642611683,0.8831615120274914,0.8969072164948454,0.9037800687285223,0.8934707903780069,0.8969072164948454,0.8797250859106529,0.8762886597938144,0.8762886597938144,0.8865979381443299,0.8934707903780069,0.872852233676976,0.8934707903780069,0.8797250859106529,0.8694158075601375,0.872852233676976,0.8900343642611683,0.865979381443299,0.9037800687285223,0.8865979381443299,0.8556701030927835,0.8625429553264605
ProximalPhalanxTW,0.7902439024390244,0.824390243902439,0.8195121951219512,0.7804878048780488,0.7853658536585366,0.8097560975609757,0.7951219512195122,0.8292682926829268,0.8,0.824390243902439,0.8195121951219512,0.7902439024390244,0.8097560975609757,0.8048780487804879,0.8292682926829268,0.7951219512195122,0.7951219512195122,0.775609756097561,0.8146341463414634,0.8048780487804879,0.8439024390243902,0.751219512195122,0.8146341463414634,0.8,0.7707317073170732,0.8048780487804879,0.8048780487804879,0.8146341463414634,0.8195121951219512,0.8097560975609757
RefrigerationDevices,0.5466666666666666,0.7493333333333333,0.752,0.728,0.6906666666666667,0.7573333333333333,0.7493333333333333,0.7493333333333333,0.7386666666666667,0.752,0.7573333333333333,0.776,0.7173333333333334,0.752,0.7413333333333333,0.7973333333333333,0.7333333333333333,0.7493333333333333,0.7653333333333333,0.736,0.7626666666666667,0.7786666666666666,0.7386666666666667,0.7413333333333333,0.7733333333333333,0.76,0.8106666666666666,0.7573333333333333,0.752,0.7706666666666667
Rock,0.8,0.86,0.82,0.7,0.88,0.88,0.84,0.9,0.88,0.8,0.86,0.8,0.84,0.84,0.84,0.82,0.86,0.86,0.92,0.86,0.74,0.86,0.86,0.72,0.84,0.86,0.9,0.78,0.8,0.8
ScreenType,0.536,0.656,0.6453333333333333,0.7066666666666667,0.664,0.6613333333333333,0.6826666666666666,0.6133333333333333,0.672,0.6933333333333334,0.6773333333333333,0.6773333333333333,0.6986666666666667,0.6506666666666666,0.7013333333333334,0.664,0.6613333333333333,0.6586666666666666,0.6506666666666666,0.6826666666666666,0.648,0.6533333333333333,0.6426666666666667,0.6373333333333333,0.6586666666666666,0.6826666666666666,0.616,0.6373333333333333,0.6613333333333333,0.6266666666666667
SemgHandGenderCh2,0.9466666666666667,0.955,0.9366666666666666,0.95,0.9466666666666667,0.955,0.965,0.955,0.9466666666666667,0.96,0.96,0.9583333333333334,0.9533333333333334,0.97,0.9666666666666667,0.9533333333333334,0.95,0.97,0.9566666666666667,0.945,0.9466666666666667,0.955,0.9583333333333334,0.9433333333333334,0.975,0.965,0.9666666666666667,0.9416666666666667,0.95,0.975
SemgHandMovementCh2,0.8755555555555555,0.8933333333333333,0.8911111111111111,0.8955555555555555,0.8488888888888889,0.8755555555555555,0.8933333333333333,0.9022222222222223,0.8911111111111111,0.8866666666666667,0.8733333333333333,0.8711111111111111,0.9,0.8422222222222222,0.8488888888888889,0.9088888888888889,0.8866666666666667,0.8755555555555555,0.8577777777777778,0.8733333333333333,0.8755555555555555,0.8422222222222222,0.9022222222222223,0.8755555555555555,0.9022222222222223,0.8844444444444445,0.8555555555555555,0.8822222222222222,0.8955555555555555,0.8666666666666667
SemgHandSubjectCh2,0.9266666666666666,0.9333333333333333,0.9488888888888889,0.9377777777777778,0.9155555555555556,0.9466666666666667,0.9088888888888889,0.94,0.9355555555555556,0.9577777777777777,0.94,0.9377777777777778,0.9044444444444445,0.9066666666666666,0.9177777777777778,0.9444444444444444,0.9111111111111111,0.9333333333333333,0.9266666666666666,0.9355555555555556,0.9222222222222223,0.9088888888888889,0.96,0.9377777777777778,0.9511111111111111,0.9288888888888889,0.9488888888888889,0.9444444444444444,0.9155555555555556,0.9266666666666666
ShapeletSim,0.95,0.9222222222222223,0.8611111111111112,0.9166666666666666,0.8888888888888888,0.9055555555555556,0.8944444444444445,0.9,0.9333333333333333,0.9333333333333333,0.8611111111111112,0.9277777777777778,0.9,0.9444444444444444,0.9388888888888889,0.9722222222222222,0.9,0.9055555555555556,0.9555555555555556,0.9388888888888889,0.9,0.8833333333333333,0.8833333333333333,0.85,0.9611111111111111,0.9333333333333333,0.8777777777777778,0.9388888888888889,0.8388888888888889,0.9
ShapesAll,0.8916666666666667,0.8866666666666667,0.895,0.9183333333333333,0.9016666666666666,0.925,0.885,0.905,0.9033333333333333,0.8966666666666666,0.8916666666666667,0.9083333333333333,0.9133333333333333,0.905,0.9166666666666666,0.9133333333333333,0.9083333333333333,0.8783333333333333,0.925,0.9033333333333333,0.915,0.9016666666666666,0.8966666666666666,0.8983333333333333,0.9216666666666666,0.9133333333333333,0.9016666666666666,0.9116666666666666,0.8933333333333333,0.9066666666666666
SmallKitchenAppliances,0.784,0.7466666666666667,0.776,0.8133333333333334,0.7813333333333333,0.7946666666666666,0.8,0.7893333333333333,0.7946666666666666,0.8106666666666666,0.7866666666666666,0.8213333333333334,0.8053333333333333,0.8026666666666666,0.7813333333333333,0.816,0.8133333333333334,0.8133333333333334,0.7893333333333333,0.7573333333333333,0.768,0.7733333333333333,0.8053333333333333,0.808,0.8106666666666666,0.752,0.7706666666666667,0.792,0.7786666666666666,0.792
SmoothSubspace,1.0,1.0,1.0,1.0,0.9933333333333333,1.0,1.0,1.0,1.0,1.0,0.9933333333333333,1.0,0.9933333333333333,1.0,1.0,1.0,1.0,0.9933333333333333,1.0,0.9933333333333333,1.0,1.0,0.9933333333333333,0.9933333333333333,1.0,1.0,1.0,1.0,1.0,1.0
SonyAIBORobotSurface1,0.8169717138103162,0.8835274542429284,0.9434276206322796,0.826955074875208,0.9234608985024958,0.9234608985024958,0.9550748752079867,0.8968386023294509,0.9417637271214643,0.940099833610649,0.8735440931780366,0.8752079866888519,0.8818635607321131,0.9051580698835274,0.956738768718802,0.9417637271214643,0.9467554076539102,0.9417637271214643,0.8835274542429284,0.831946755407654,0.956738768718802,0.9284525790349417,0.9334442595673876,0.930116472545757,0.8801996672212978,0.9351081530782029,0.930116472545757,0.8735440931780366,0.9001663893510815,0.8968386023294509
SonyAIBORobotSurface2,0.8866736621196223,0.8604407135362014,0.9087093389296957,0.8856243441762854,0.9181532004197271,0.9454354669464848,0.887722980062959,0.8824763903462749,0.9475341028331584,0.9475341028331584,0.8488982161594963,0.9223504721930745,0.8992654774396642,0.9181532004197271,0.9233997901364114,0.9275970619097587,0.8866736621196223,0.9349422875131165,0.8415529905561385,0.8866736621196223,0.8373557187827911,0.912906610703043,0.8530954879328436,0.8541448058761805,0.8992654774396642,0.8950682056663168,0.9087093389296957,0.906610703043022,0.9265477439664218,0.9275970619097587
StarLightCurves,0.9821515298688683,0.9808159300631375,0.9819086935405537,0.982030111704711,0.9822729480330258,0.9797231665857212,0.9804516755706654,0.9808159300631375,0.9802088392423507,0.9805730937348227,0.9828800388538125,0.9791160757649344,0.9830014570179699,0.9805730937348227,0.9823943661971831,0.9793589120932491,0.9804516755706654,0.981665857212239,0.9814230208839242,0.9813016027197669,0.9811801845556095,0.9814230208839242,0.9794803302574066,0.9814230208839242,0.9808159300631375,0.9811801845556095,0.981665857212239,0.9788732394366197,0.981665857212239,0.9808159300631375
Strawberry,0.9648648648648649,0.9621621621621622,0.9756756756756757,0.9594594594594594,0.9567567567567568,0.9621621621621622,0.972972972972973,0.9432432432432433,0.9783783783783784,0.972972972972973,0.9675675675675676,0.9405405405405406,0.9567567567567568,0.9702702702702702,0.9756756756756757,0.9837837837837838,0.9540540540540541,0.9702702702702702,0.972972972972973,0.9891891891891892,0.9621621621621622,0.9675675675675676,0.9702702702702702,0.981081081081081,0.972972972972973,0.9621621621621622,0.9675675675675676,0.9675675675675676,0.9648648648648649,0.9702702702702702
SwedishLeaf,0.9504,0.9616,0.9792,0.9632,0.9648,0.9584,0.9616,0.9504,0.9648,0.9552,0.9568,0.9632,0.9632,0.968,0.9568,0.9728,0.9728,0.9536,0.9456,0.9632,0.96,0.9632,0.9712,0.9568,0.9792,0.9632,0.9632,0.9728,0.9648,0.96
Symbols,0.9768844221105528,0.9778894472361809,0.9467336683417086,0.9557788944723619,0.9829145728643216,0.9608040201005025,0.9628140703517588,0.9708542713567839,0.978894472361809,0.9688442211055276,0.9819095477386934,0.9688442211055276,0.9708542713567839,0.9366834170854271,0.9758793969849247,0.9668341708542714,0.9758793969849247,0.9738693467336683,0.9849246231155779,0.9829145728643216,0.9728643216080402,0.9829145728643216,0.9798994974874372,0.9809045226130654,0.9869346733668342,0.9849246231155779,0.9778894472361809,0.9758793969849247,0.9849246231155779,0.9879396984924623
SyntheticControl,0.99,0.9966666666666667,0.9933333333333333,1.0,0.9966666666666667,1.0,0.9966666666666667,1.0,0.9933333333333333,0.9966666666666667,0.9966666666666667,0.9966666666666667,1.0,0.9866666666666667,1.0,1.0,0.9966666666666667,0.9866666666666667,1.0,0.9933333333333333,0.9933333333333333,0.9933333333333333,0.9933333333333333,0.9966666666666667,0.9933333333333333,0.9933333333333333,1.0,1.0,0.9966666666666667,0.9933333333333333
ToeSegmentation1,0.9692982456140351,0.9254385964912281,0.8508771929824561,0.8596491228070176,0.8640350877192983,0.9166666666666666,0.8464912280701754,0.8596491228070176,0.8991228070175439,0.868421052631579,0.9254385964912281,0.9210526315789473,0.9517543859649122,0.8771929824561403,0.8728070175438597,0.9035087719298246,0.9122807017543859,0.9298245614035088,0.9210526315789473,0.9429824561403509,0.8552631578947368,0.8596491228070176,0.9078947368421053,0.9298245614035088,0.881578947368421,0.9035087719298246,0.9210526315789473,0.9429824561403509,0.7850877192982456,0.9210526315789473
ToeSegmentation2,0.9076923076923077,0.9153846153846154,0.9076923076923077,0.9,0.9615384615384616,0.8769230769230769,0.9538461538461539,0.8692307692307693,0.8846153846153846,0.9307692307692308,0.9384615384615385,0.8615384615384616,0.9,0.9153846153846154,0.9076923076923077,0.9461538461538461,0.9307692307692308,0.9153846153846154,0.9230769230769231,0.9461538461538461,0.9307692307692308,0.9307692307692308,0.9230769230769231,0.9076923076923077,0.9153846153846154,0.9307692307692308,0.9230769230769231,0.9538461538461539,0.9307692307692308,0.8769230769230769
Trace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TwoLeadECG,0.9982440737489026,1.0,1.0,0.990342405618964,0.9973661106233538,0.9991220368744512,0.9964881474978051,0.9991220368744512,0.9991220368744512,1.0,0.9973661106233538,0.9973661106233538,1.0,1.0,1.0,0.9991220368744512,0.9991220368744512,1.0,1.0,0.9947322212467077,1.0,0.9982440737489026,0.9991220368744512,1.0,0.9956101843722563,0.9982440737489026,0.9982440737489026,0.9964881474978051,0.9929762949956101,0.9991220368744512
TwoPatterns,0.99975,1.0,1.0,1.0,1.0,1.0,1.0,0.99975,1.0,0.99975,1.0,1.0,1.0,1.0,1.0,1.0,0.99975,1.0,0.99975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
UMD,0.9861111111111112,0.9375,0.9791666666666666,0.9930555555555556,0.9791666666666666,0.8819444444444444,0.9791666666666666,0.9375,0.9861111111111112,0.9930555555555556,0.9861111111111112,0.9583333333333334,0.9583333333333334,0.9444444444444444,0.9583333333333334,0.9930555555555556,0.9930555555555556,0.9930555555555556,0.9513888888888888,0.9930555555555556,0.9791666666666666,0.9791666666666666,0.9652777777777778,0.9513888888888888,0.9375,0.9861111111111112,0.8402777777777778,0.9930555555555556,0.8819444444444444,0.8402777777777778
UWaveGestureLibraryAll,0.9779452819653824,0.9787828029034059,0.9787828029034059,0.97571189279732,0.9768285873813513,0.9782244556113903,0.9798994974874372,0.9754327191513121,0.9759910664433278,0.980178671133445,0.9762702400893356,0.9782244556113903,0.9793411501954216,0.9812953657174762,0.9754327191513121,0.9798994974874372,0.9796203238414294,0.9812953657174762,0.9768285873813513,0.9782244556113903,0.9779452819653824,0.977107761027359,0.9835287548855388,0.9751535455053043,0.9796203238414294,0.9779452819653824,0.9807370184254607,0.9787828029034059,0.9773869346733668,0.9787828029034059
UWaveGestureLibraryX,0.8472920156337241,0.8478503629257398,0.8592964824120602,0.8472920156337241,0.8562255723059743,0.864321608040201,0.8470128419877163,0.850642099385818,0.8500837520938024,0.8598548297040759,0.8570630932439978,0.8450586264656617,0.8539921831379118,0.8548297040759353,0.8453378001116695,0.8453378001116695,0.8539921831379118,0.8498045784477946,0.8453378001116695,0.844500279173646,0.8534338358458962,0.8486878838637633,0.8528754885538805,0.8498045784477946,0.8615298715801228,0.8495254048017867,0.8592964824120602,0.8604131769960915,0.8517587939698492,0.8525963149078727
UWaveGestureLibraryY,0.7844779452819653,0.7869905080960358,0.7895030709101061,0.7839195979899497,0.7948073701842546,0.8020658849804578,0.7802903405918481,0.7825237297599107,0.7948073701842546,0.7900614182021217,0.8040201005025126,0.7962032384142937,0.7802903405918481,0.7808486878838637,0.7892238972640983,0.7786152987158013,0.7811278615298716,0.7917364600781687,0.7970407593523171,0.7735901730876605,0.7939698492462312,0.7964824120603015,0.7853154662199888,0.7886655499720826,0.7917364600781687,0.7900614182021217,0.791178112786153,0.7903405918481295,0.7975991066443328,0.788107202680067
UWaveGestureLibraryZ,0.7858738135120045,0.7839195979899497,0.8006700167504187,0.7833612506979342,0.7928531546621999,0.785036292573981,0.8006700167504187,0.794249022892239,0.7858738135120045,0.7828029034059185,0.7922948073701842,0.7886655499720826,0.7867113344500279,0.7903405918481295,0.7875488553880514,0.7900614182021217,0.7948073701842546,0.7864321608040201,0.7903405918481295,0.792573981016192,0.8012283640424344,0.7914572864321608,0.7956448911222781,0.7903405918481295,0.7853154662199888,0.7841987716359575,0.7858738135120045,0.7839195979899497,0.7998324958123953,0.7973199329983249
Wafer,0.9983776768332252,0.9988643737832577,0.9998377676833226,0.9990266060999351,0.9978909798831928,0.9998377676833226,0.9998377676833226,0.9987021414665801,0.999675535366645,0.9995133030499675,0.9995133030499675,0.9998377676833226,0.9982154445165476,0.9987021414665801,0.9987021414665801,0.9972420506164829,0.9982154445165476,0.9980532121998702,0.9982154445165476,0.999675535366645,0.9993510707332901,0.9987021414665801,0.9995133030499675,0.9993510707332901,0.999675535366645,0.9991888384166125,0.9991888384166125,0.9983776768332252,0.9998377676833226,0.9995133030499675
Wine,0.5185185185185185,0.8148148148148148,0.9074074074074074,0.8333333333333334,0.8333333333333334,0.8888888888888888,0.8703703703703703,0.9444444444444444,0.8703703703703703,0.7592592592592593,0.9259259259259259,0.8703703703703703,0.7592592592592593,0.9074074074074074,0.8703703703703703,0.9629629629629629,0.8148148148148148,0.7407407407407407,0.8703703703703703,0.7592592592592593,0.8518518518518519,0.7407407407407407,0.8333333333333334,0.8888888888888888,0.8888888888888888,0.8518518518518519,0.8888888888888888,0.7407407407407407,0.8518518518518519,0.8148148148148148
WordSynonyms,0.7821316614420063,0.8134796238244514,0.774294670846395,0.7711598746081505,0.8181818181818182,0.7836990595611285,0.7962382445141066,0.780564263322884,0.8087774294670846,0.8134796238244514,0.7695924764890282,0.8087774294670846,0.8338557993730408,0.7931034482758621,0.7899686520376176,0.8025078369905956,0.8009404388714734,0.8072100313479624,0.8197492163009404,0.7931034482758621,0.8134796238244514,0.8197492163009404,0.7899686520376176,0.8025078369905956,0.7821316614420063,0.8025078369905956,0.7539184952978056,0.7978056426332288,0.8025078369905956,0.8119122257053292
Worms,0.7012987012987013,0.6883116883116883,0.7012987012987013,0.7662337662337663,0.6883116883116883,0.7142857142857143,0.7142857142857143,0.8051948051948052,0.7012987012987013,0.6623376623376623,0.6623376623376623,0.6753246753246753,0.7012987012987013,0.7532467532467533,0.7272727272727273,0.6883116883116883,0.6753246753246753,0.6233766233766234,0.7662337662337663,0.7792207792207793,0.7142857142857143,0.7272727272727273,0.5974025974025974,0.7402597402597403,0.6753246753246753,0.7142857142857143,0.7142857142857143,0.5454545454545454,0.8051948051948052,0.7662337662337663
WormsTwoClass,0.7792207792207793,0.7922077922077922,0.7792207792207793,0.7922077922077922,0.7922077922077922,0.7532467532467533,0.7012987012987013,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.7792207792207793,0.7662337662337663,0.7142857142857143,0.7272727272727273,0.7792207792207793,0.7272727272727273,0.7662337662337663,0.6493506493506493,0.8701298701298701,0.7272727272727273,0.7402597402597403,0.7922077922077922,0.8051948051948052,0.8051948051948052,0.8181818181818182,0.7662337662337663,0.7922077922077922,0.7272727272727273,0.7792207792207793,0.8051948051948052
Yoga,0.8893333333333333,0.909,0.91,0.92,0.8986666666666666,0.9116666666666666,0.899,0.9023333333333333,0.9003333333333333,0.9236666666666666,0.917,0.899,0.9053333333333333,0.894,0.898,0.9,0.9083333333333333,0.9176666666666666,0.9076666666666666,0.9,0.9116666666666666,0.901,0.9136666666666666,0.904,0.9203333333333333,0.9163333333333333,0.9233333333333333,0.9206666666666666,0.916,0.897
